Date,Average Heart Rate,Average Pace,Average Speed,Calories Total,Distance,Duration Total,Elevation Gain,Total Ascent Gradient,Total Descent Gradient,Weather,Purpose
4/17/2024,142,263,13.6,199,4.07,1563,58,N/A,0.25,33,Home from Work
