Date,Average Heart Rate,Average Pace,Average Speed,Calories Total,Distance,Duration Total,Elevation Gain,Total Ascent Gradient,Total Descent Gradient,Weather,Purpose
5/27/2024,161,284,14.7,1385,25.11,9006,75,0.57,0.94,32,Training
