Date,Average Heart Rate,Average Pace,Average Speed,Calories Total,Distance,Duration Total,Elevation Gain,Total Ascent Gradient,Total Descent Gradient,Weather,Purpose
6/3/2024,165,210,17,1228,30,8330,111,0.43,1.09,29,Training
